"""Advanced Life Support"" Ambulances May Lead To More Deaths",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/7w_YMH7xLpA/story01.htm,"HughPickens.com writes Jason Kane reports at PBS that emergency treatments delivered in ambulances that offer ""Advanced Life Support"" for cardiac arrest may be linked to more death, comas and brain damage than those providing ""Basic Life Support."" ""They're taking a lot of time in the field to perform interventions that don't seem to be as effective in that environment,"" says Prachi Sanghavi. ""Of course, these are treatments we know are good in the emergency room, but they've been pushed into the field without really being tested and the field is a much different environment."" The study suggests that high-tech equipment and sophisticated treatment techniques may distract from what's most important during cardiac arrest &mdash; transporting a critically ill patient to the hospital quickly. Basic Life Support (BLS) ambulances stick to simpler techniques, like chest compressions, basic defibrillation and hand-pumped ventilation bags to assist with breathing with more emphasis placed on getting the patient to the hospital as soon as possible. Survival rates for out-of-hospital cardiac arrest patients are extremely low regardless of the ambulance type with roughly 90 percent of the 380,000 patients who experience cardiac arrest outside of a hospital each year not surviving to hospital discharge. But researchers found that 90 days after hospitalization, patients treated in BLS ambulances were 50 percent more likely to survive than their counterparts treated with ALS. Not everyone is convinced of the conclusions. ""They've done as much as they possibly can with the existing data but I'm not sure that I'm convinced they have solved all of the selection biases,"" says Judith R. Lave. ""I would say that it should be taken as more of an indication that there may be some very significant problems here.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=%22Advanced+Life+Support%22+Ambulances+May+Lead+To+More+Deaths%3A+http%3A%2F%2Fbit.ly%2F1xXoo8p""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F11%2F25%2F1428254%2Fadvanced-life-support-ambulances-may-lead-to-more-deaths%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/11/25/1428254/advanced-life-support-ambulances-may-lead-to-more-deaths?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/11/25/1428254/advanced-life-support-ambulances-may-lead-to-more-deaths?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6179557&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40d274fc/sc/14/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/a2.htm""><img src=""http://da.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/213968870347/u/49/f/647410/c/35028/s/40d274fc/sc/14/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/7w_YMH7xLpA"" height=""1"" width=""1""/>"
A Toolbox That Helps Keep You From Losing Tools (Video),http://rss.slashdot.org/~r/Slashdot/slashdot/~3/G0hCRbdlO1o/story01.htm,"Dan Mcculley, the interviewee in this video, works for Intel and claims they have ""about 140"" projects going on inside their fabs and factories, of which the Smart Toolbox is but one, and it's one some technicians came up with because Intel workers lose something like $35,000 worth of tools every year. This project is based on the same Galileo boards Intel has used to support some high-altitude balloon launches -- except this is an extremely simple, practical application. Open source? You bet! And Dan says the sensors and other parts are all off-the-shelf items anyone can buy. (Alternate Video Link)<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=+A+Toolbox+That+Helps+Keep+You+From+Losing+Tools+(Video)%3A+http%3A%2F%2Fbit.ly%2F1y9oxmO""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fbuild.slashdot.org%2Fstory%2F14%2F11%2F25%2F1918214%2Fa-toolbox-that-helps-keep-you-from-losing-tools-video%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://build.slashdot.org/story/14/11/25/1918214/a-toolbox-that-helps-keep-you-from-losing-tools-video?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://build.slashdot.org/story/14/11/25/1918214/a-toolbox-that-helps-keep-you-from-losing-tools-video?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6182677&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40d522af/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211598029741/u/49/f/647410/c/35028/s/40d522af/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/G0hCRbdlO1o"" height=""1"" width=""1""/>"
"About 40% of World Population Online, 90% of Offliners In Developing Countries",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/zrUJxFehlvk/story01.htm,"New submitter lx76 writes: The International Telecommunications Union does research on telecommunications in society worldwide, from cellphones to internet use. Since 2009, on a yearly basis, they've released their research findings in a report called the Measuring Information Society Report. This year's report is over 200 pages long, illustrated with abundant graphs and tables (PDF). It's not a light read. But one of the interesting numbers is an index showing the divide in global connectivity. From the report: ""Over the past year, the world witnessed continued growth in the uptake of ICT [Information and Communication Technology] and, by end 2014, almost 3 billion people will be using the Internet, up from 2.7 billion at end 2013..... Despite this encouraging progress, there are important digital divides that need to be addressed: 4.3 billion people are still not online, and 90 per cent of them live in the developing world."" The report continues, ""As this report finds, ICT performance is better in countries with higher shares of the population living in urban areas, where access to ICT infrastructure, usage and skills is more favorable. Yet it is precisely in poor and rural areas where ICTs can make a particularly significant impact."" Projects like Google's Project Loon have their work cut out for them.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=About+40%25+of+World+Population+Online%2C+90%25+of+Offliners+In+Developing+Countries%3A+http%3A%2F%2Fbit.ly%2F1thcgbA""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fmobile.slashdot.org%2Fstory%2F14%2F11%2F25%2F2035220%2Fabout-40-of-world-population-online-90-of-offliners-in-developing-countries%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://mobile.slashdot.org/story/14/11/25/2035220/about-40-of-world-population-online-90-of-offliners-in-developing-countries?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://mobile.slashdot.org/story/14/11/25/2035220/about-40-of-world-population-online-90-of-offliners-in-developing-countries?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6183301&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40d58539/sc/1/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/a2.htm""><img src=""http://da.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/213968882726/u/49/f/647410/c/35028/s/40d58539/sc/1/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/zrUJxFehlvk"" height=""1"" width=""1""/>"
Africa’s First Mission to the Moon Announced (Universe Today),http://news.feedzilla.com/en_us/stories/science/409032250?client_source=api&format=json,"Africa is home to 7 out of 10 of the world's fastest-growing economies. It's
population is also the ""youngest"" in the world, with 50% of the population
being 19 years old or younger. And amongst these young people are scores of
innovators and entrepreneurs who are looking to bring homegrown innovation to
their continent and […]

"
Attack of the One-Letter Programming Languages,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/5k5xM6F-C0Y/story01.htm,"snydeq writes: The programming world is fast proliferating with one-letter programming languages, many of which tackle specific problems in ways worthy of a cult following, writes InfoWorld's Peter Wayner in this somewhat tongue-in-cheek roundup of the more interesting entrants among this trend. ""They're all a bit out there, with the possible exception of C. ... Each offers compelling ideas that could do the trick in solving a particular problem you need fixed.'""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Attack+of+the+One-Letter+Programming+Languages%3A+http%3A%2F%2Fbit.ly%2F1r6NMXi""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fdevelopers.slashdot.org%2Fstory%2F14%2F11%2F25%2F0041232%2Fattack-of-the-one-letter-programming-languages%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://developers.slashdot.org/story/14/11/25/0041232/attack-of-the-one-letter-programming-languages?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://developers.slashdot.org/story/14/11/25/0041232/attack-of-the-one-letter-programming-languages?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6171097&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40ce58c5/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597968902/u/49/f/647410/c/35028/s/40ce58c5/sc/4/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/5k5xM6F-C0Y"" height=""1"" width=""1""/>"
Big IT Vendors Mostly Mum On Commercial Drone Plans,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/si2sTi4kg3c/story01.htm,"alphadogg writes: Word that the Federal Aviation Administration might take a very hard line on commercial drone use has those with designs on such activity nervous. But as for big enterprise IT vendors, it's really hard to tell what they think because they're keeping any plans in this field very hush-hush. More consumer oriented companies like Amazon, Facebook, and Google are active, but companies like IBM and HP are quiet, while Microsoft affirms it has nothing doing. A former FAA lawyer says sitting on the sidelines even during this unsure regulatory period is probably not a great idea. ""I have a hard time believing they don't have some sort of programs in place,"" attorney Mark Dombroff says.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Big+IT+Vendors+Mostly+Mum+On+Commercial+Drone+Plans%3A+http%3A%2F%2Fbit.ly%2F1v6lZEN""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F11%2F24%2F2356211%2Fbig-it-vendors-mostly-mum-on-commercial-drone-plans%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/11/24/2356211/big-it-vendors-mostly-mum-on-commercial-drone-plans?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/11/24/2356211/big-it-vendors-mostly-mum-on-commercial-drone-plans?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6170981&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40cd1616/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/213968842940/u/49/f/647410/c/35028/s/40cd1616/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/si2sTi4kg3c"" height=""1"" width=""1""/>"
Cameron Accuses Internet Companies Of Giving Terrorists Safe Haven,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/KffCn9rv-Ek/story01.htm,"An anonymous reader writes with this snippet from The Guardian: ""Internet companies are allowing their networks to be used to plot ""murder and mayhem"", David Cameron has said in response to the official inquiry into the intelligence agencies' actions ahead of the killing of Lee Rigby. He demanded that internet companies live up to their social responsibilities to report potential terror threats and said there was no reason for such firms to be willing to cooperate with state agencies over child abuse but not over combatting terrorism. His comments to the House of Commons came after the parliamentary intelligence and security committee concluded that the brutal murder of Rigby could have been prevented if an internet company had passed on an online exchange in which one of the killers expressed ""in the most graphic terms"" his intention to carry out an Islamist jihadi attack.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Cameron+Accuses+Internet+Companies+Of+Giving+Terrorists+Safe+Haven%3A+http%3A%2F%2Fbit.ly%2F1zpUcQ0""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F11%2F25%2F1526212%2Fcameron-accuses-internet-companies-of-giving-terrorists-safe-haven%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/11/25/1526212/cameron-accuses-internet-companies-of-giving-terrorists-safe-haven?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/11/25/1526212/cameron-accuses-internet-companies-of-giving-terrorists-safe-haven?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6180189&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40d36ab7/sc/7/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/a2.htm""><img src=""http://da.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211598021014/u/49/f/647410/c/35028/s/40d36ab7/sc/7/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/KffCn9rv-Ek"" height=""1"" width=""1""/>"
Conglomerate Rock From Mars: (Much) More Precious Than Gold,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/lw4-mwEhrSI/story01.htm,"An anonymous reader writes It's the oldest rock on Earth--and it's from Mars. A 4.4-billion-year-old martian meteorite, found in a dozen pieces in the western Sahara, has ignited a frenzy among collectors and scientists; prices have reached $10,000 a gram, and museums and universities are vying for slivers of it. It is the only known martian meteorite made of sediment, a conglomerate of pebbles and other clumps of minerals from when the planet was warm, wet, and possibly habitable. The story of the discovery of the rock and its significance is fascinating, as well as the details presented about the economics of rare space materials. Apropos, this older story about missing moon rocks.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Conglomerate+Rock+From+Mars%3A+(Much)+More+Precious+Than+Gold%3A+http%3A%2F%2Fbit.ly%2F1roiOV9""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F11%2F25%2F1340252%2Fconglomerate-rock-from-mars-much-more-precious-than-gold%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/11/25/1340252/conglomerate-rock-from-mars-much-more-precious-than-gold?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/11/25/1340252/conglomerate-rock-from-mars-much-more-precious-than-gold?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6179065&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/40d21ab8/sc/10/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/a2.htm""><img src=""http://da.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/211597988679/u/49/f/647410/c/35028/s/40d21ab8/sc/10/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/lw4-mwEhrSI"" height=""1"" width=""1""/>"
Conservationists sue over federal coal program (The Arizona Republic),http://news.feedzilla.com/en_us/stories/science/409048526?client_source=api&format=json,"BILLINGS, Mont. (AP) -- Conservation groups have sued the government to force
federal officials to undertake the first broad environmental review of the
government's coal-leasing program in decades....

"
Cruise ship fall: Lost man not reported for four hours (co.nz),http://news.feedzilla.com/en_us/stories/science/409037495?client_source=api&format=json,"The elderly Australian man presumed dead after falling 25m into rough seas
from a cruise ship was missing for more than four hours before his
disappearance was reported.The 84-year-old's fall into the Tasman Sea from the
Sun Princess...

"
